abandon -> abandons,abandoning,abandoned
toddle -> toddles,toddling,toddled
toe -> toes,toeing,toed
toil -> toils,toiling,toiled
toilet-train -> toilet-trains,toilet-training,toilet-trained
tolerate -> tolerates,tolerating,tolerated
toll -> tolls,tolling,tolled
tone -> tones,toning,toned
toot -> toots,tooting,tooted
tootle -> tootles,tootling,tootled
top -> tops,topping,topped
topple -> topples,toppling,toppled
torment -> torments,tormenting,tormented
torpedo -> torpedoes,torpedoing,torpedoed
torture -> tortures,torturing,tortured
toss -> tosses,tost,tossed,tossing
tot -> tots,totting,totted
total -> totals,totalling,totalled
tote -> totes,toting,toted
totter -> totters,tottering,tottered
touch -> touches,touching,touched
touch-type -> touch-types,touch-typing,touch-typed
tough -> tougher,toughest,toughs
toughen -> toughens,toughening,toughened
tour -> tours,touring,toured
tout -> touts,touting,touted
tow -> tows,towing,towed
towel -> towels,towelling,towelled
tower -> towers,towering,towered
toy -> toys,toying,toyed
trace -> traces,tracing,traced
track -> tracks,tracking,tracked
trade -> trades,trading,traded
traduce -> traduces,traducing,traduced
traffic -> traffics,trafficking,trafficked
train -> trains,training,trained
traipse -> traipses,traipsing,traipsed
trammel -> trammels,trammelling,trammelled
tramp -> tramps,tramping,tramped
trample -> tramples,trampling,trampled
tranquillize -> tranquillizes,tranquillizing,tranquillized
transact -> transacts,transacting,transacted
transcend -> transcends,transcending,transcended
transcribe -> transcribes,transcribing,transcribed
transfer -> transfers,transferring,transferred
transfigure -> transfigures,transfiguring,transfigured
transfix -> transfixes,transfixing,transfixed
transform -> transforms,transforming,transformed
transgress -> transgresses,transgressing,transgressed
translate -> translates,translating,translated
transmit -> transmits,transmitting,transmitted
transmute -> transmutes,transmuting,transmuted
transpire -> transpires,transpiring,transpired
transplant -> transplants,transplanting,transplanted
transport -> transports,transporting,transported
transpose -> transposes,transposing,transposed
trap -> traps,trapping,trapped
travel -> travels,travelling,travelled
traverse -> traverses,traversing,traversed
trawl -> trawls,trawling,trawled
tread -> treads,treading,trod,trodden
treasure -> treasures,treasuring,treasured
treat -> treats,treating,treated
treble -> trebles,trebling,trebled
trek -> treks,trekking,trekked
tremble -> trembles,trembling,trembled
trendy -> trendier,trendiest,trendies
trespass -> trespasses,trespassing,trespassed
trick -> tricks,tricking,tricked
trickle -> trickles,trickling,trickled
trifle -> trifles,trifling,trifled
trigger -> triggers,triggering,triggered
trill -> trills,trilling,trilled
trim -> trimmer,trimmest,trims,trimming,trimmed
trip -> trips,tripping,tripped
triple -> triples,tripling,tripled
triumph -> triumphs,triumphing,triumphed
trivialize -> trivializes,trivializing,trivialized
troop -> troops,trooping,trooped
trot -> trots,trotting,trotted
trouble -> troubles,troubling,troubled
trounce -> trounces,trouncing,trounced
truck -> trucks,trucking,trucked
truckle -> truckles,truckling,truckled
trudge -> trudges,trudging,trudged
trump -> trumps,trumping,trumped
trumpet -> trumpets,trumpeting,trumpeted
truncate -> truncates,truncating,truncated
trundle -> trundles,trundling,trundled
truss -> trusses,trussing,trussed
trust -> trusts,trusting,trusted
try -> tries,trying,tried
tuck -> tucks,tucking,tucked
tug -> tugs,tugging,tugged
tumble -> tumbles,tumbling,tumbled
tune -> tunes,tuning,tuned
tunnel -> tunnels,tunnelling,tunnelled
turf -> turves,turfs,turfing,turfed
turn -> turns,turning,turned
tussle -> tussles,tussling,tussled
tut-tut -> tut-tuts,tut-tutting,tut-tutted
tutor -> tutors,tutoring,tutored
twang -> twangs,twanging,twanged
tweak -> tweaks,tweaking,tweaked
tweet -> tweets,tweeting,tweeted
twiddle -> twiddles,twiddling,twiddled
twig -> twigs,twigging,twigged
twine -> twines,twining,twined
twinkle -> twinkles,twinkling,twinkled
twirl -> twirls,twirling,twirled
twist -> twists,twisting,twisted
twitch -> twitches,twitching,twitched
twitter -> twitters,twittering,twittered
type -> types,typing,typed
typewrite -> typewrites,typewrote,typewritten,typewriting
typify -> typifies,typifying,typified
tyrannize -> tyrannizes,tyrannizing,tyrannized
ululate -> ululates,ululating,ululated
umpire -> umpires,umpiring,umpired
unbalance -> unbalances,unbalancing,unbalanced
unbend -> unbends,unbended,unbent,unbending
unbind -> unbinds,unbinding,unbound
unbuckle -> unbuckles,unbuckling,unbuckled
unburden -> unburdens,unburdening,unburdened
unbutton -> unbuttons,unbuttoning,unbuttoned
unchain -> unchains,unchaining,unchained
unclasp -> unclasps,unclasping,unclasped
uncoil -> uncoils,uncoiling,uncoiled
uncork -> uncorks,uncorking,uncorked
uncover -> uncovers,uncovering,uncovered
underbid -> underbids,underbidden,underbidding
underestimate -> underestimates,underestimating,underestimated
undergo -> undergoes,undergoing,underwent,undergone
underlay -> underlays,underlaid,underlaying
underlie -> underlies,underlying,underlay,underlain
underline -> underlines,underlining,underlined
undermine -> undermines,undermining,undermined
underpay -> underpays,underpaid,underpaying
underpin -> underpins,underpinning,underpinned
underplay -> underplays,underplaying,underplayed
underrate -> underrates,underrating,underrated
underscore -> underscores,underscoring,underscored
undersell -> undersells,undersold,underselling
undershoot -> undershoots,undershot,undershooting
understand -> understands,understood,understanding
understate -> understates,understating,understated
understudy -> understudies,understudying,understudied
undertake -> undertakes,undertaking,undertook,undertaken
undervalue -> undervalues,undervaluing,undervalued
underwrite -> underwrites,underwriting,underwrote,underwritten
undo -> undoes,undoing,undid,undone
undraw -> undraws,undrew,undrawn,undrawing
undress -> undresses,undressing,undressed
undulate -> undulates,undulating,undulated
unearth -> unearths,unearthing,unearthed
unfasten -> unfastens,unfastening,unfastened
unfit -> unfits,unfitting,unfitted
unfold -> unfolds,unfolding,unfolded
unfurl -> unfurls,unfurling,unfurled
ungird -> ungirds,ungirt,ungirded,ungirding
unhinge -> unhinges,unhinging,unhinged
unhook -> unhooks,unhooking,unhooked
unify -> unifies,unifying,unified
unionize -> unionizes,unionizing,unionized
unite -> unites,uniting,united
unlearn -> unlearns,unlearning,unlearned,unlearnt
unleash -> unleashes,unleashing,unleashed
unload -> unloads,unloading,unloaded
unlock -> unlocks,unlocking,unlocked
unmake -> unmakes,unmade,unmaking
unman -> unmans,unmanning,unmanned
unmask -> unmasks,unmasking,unmasked
unnerve -> unnerves,unnerving,unnerved
unpack -> unpacks,unpacking,unpacked
unpick -> unpicks,unpicking,unpicked
unplug -> unplugs,unplugging,unplugged
unravel -> unravels,unravelling,unravelled
unroll -> unrolls,unrolling,unrolled
unsaddle -> unsaddles,unsaddling,unsaddled
unsay -> unsays,unsaid,unsaying
unscrew -> unscrews,unscrewing,unscrewed
unseat -> unseats,unseating,unseated
unsettle -> unsettles,unsettling,unsettled
unstick -> unsticks,unsticking,unstuck
unstrap -> unstraps,unstrapping,unstrapped
unstring -> unstrings,unstrung,unstringing
untangle -> untangles,untangling,untangled
untie -> unties,untying,untied
unveil -> unveils,unveiling,unveiled
unwind -> unwinds,unwinding,unwound
unwrap -> unwraps,unwrapping,unwrapped
unzip -> unzips,unzipping,unzipped
up -> ups,upping,upped
upbraid -> upbraids,upbraiding,upbraided
update -> updates,updating,updated
upend -> upends,upending,upended
upgrade -> upgrades,upgrading,upgraded
uphold -> upholds,upholding,upheld
uplift -> uplifts,uplifting,uplifted
uprise -> uprises,uprose,uprisen
uproot -> uproots,uprooting,uprooted
upstage -> upstages,upstaging,upstaged
upsweep -> upsweeps,upswept,upsweeping
urbanize -> urbanizes,urbanizing,urbanized
urge -> urges,urging,urged
urinate -> urinates,urinating,urinated
use -> uses,using,used
usher -> ushers,ushering,ushered
usurp -> usurps,usurping,usurped
utilize -> utilizes,utilizing,utilized
utter -> utters,uttering,uttered
vacate -> vacates,vacating,vacated
vacation -> vacations,vacationing,vacationed
vaccinate -> vaccinates,vaccinating,vaccinated
vacillate -> vacillates,vacillating,vacillated
vacuum -> vacuums,vacuuming,vacuumed
validate -> validates,validating,validated
value -> values,valuing,valued
vamp -> vamps,vamping,vamped
vandalize -> vandalizes,vandalizing,vandalized
vanish -> vanishes,vanishing,vanished
vanquish -> vanquishes,vanquishing,vanquished
vaporize -> vaporizes,vaporizing,vaporized
varnish -> varnishes,varnishing,varnished
vary -> varies,varying,varied
vault -> vaults,vaulting,vaulted
vaunt -> vaunts,vaunting,vaunted
veer -> veers,veering,veered
vegetate -> vegetates,vegetating,vegetated
veil -> veils,veiling,veiled
vend -> vends,vending,vended
venerate -> venerates,venerating,venerated
vent -> vents,venting,vented
ventilate -> ventilates,ventilating,ventilated
venture -> ventures,venturing,ventured
verbalize -> verbalizes,verbalizing,verbalized
verge -> verges,verging,verged
verify -> verifies,verifying,verified
vet -> vets,vetting,vetted
veto -> vetoes,vetoing,vetoed
vex -> vexes,vexing,vexed
vibrate -> vibrates,vibrating,vibrated
victimize -> victimizes,victimizing,victimized
video -> videos,videoing,videoed
vie -> vies,vying,vied
view -> views,viewing,viewed
vilify -> vilifies,vilifying,vilified
vindicate -> vindicates,vindicating,vindicated
violate -> violates,violating,violated
visit -> visits,visiting,visited
visualize -> visualizes,visualizing,visualized
vitiate -> vitiates,vitiating,vitiated
voice -> voices,voicing,voiced
volley -> volleys,volleying,volleyed
volunteer -> volunteers,volunteering,volunteered
vomit -> vomits,vomiting,vomited
vote -> votes,voting,voted
vouch -> vouches,vouching,vouched
vouchsafe -> vouchsafes,vouchsafing,vouchsafed
vow -> vows,vowing,vowed
voyage -> voyages,voyaging,voyaged
waddle -> waddles,waddling,waddled
wade -> wades,wading,waded
waffle -> waffles,waffling,waffled
waft -> wafts,wafting,wafted
wag -> wags,wagging,wagged
wage -> wages,waging,waged
wager -> wagers,wagering,wagered
waggle -> waggles,waggling,waggled
wail -> wails,wailing,wailed
wait -> waits,waiting,waited
waive -> waives,waiving,waived
wake -> wakes,woke,waked,woken,waking
waken -> wakens,wakening,wakened
walk -> walks,walking,walked
wall -> walls,walling,walled
wallop -> wallops,walloping,walloped
wallow -> wallows,wallowing,wallowed
wallpaper -> wallpapers,wallpapering,wallpapered
waltz -> waltzes,waltzing,waltzed
wander -> wanders,wandering,wandered
wane -> wanes,waning,waned
wangle -> wangles,wangling,wangled
wank -> wanks,wanking,wanked
want -> wants,wanting,wanted
war -> wars,warring,warred
warble -> warbles,warbling,warbled
ward -> wards,warding,warded
warm -> warmer,warmest,warms,warming,warmed
warn -> warns,warning,warned
warp -> warps,warping,warped
warrant -> warrants,warranting,warranted
wash -> washes,washing,washed
waste -> wastes,wasting,wasted
watch -> watches,watching,watched
water -> waters,watering,watered
water-ski -> water-skis,water-skiing,water-skied
waterproof -> waterproofs,waterproofing,waterproofed
wave -> waves,waving,waved
waver -> wavers,wavering,wavered
wax -> waxes,waxing,waxed
waylay -> waylays,waylaying,waylaid
weaken -> weakens,weakening,weakened
wean -> weans,weaning,weaned
wear -> wears,wearing,wore,worn
weary -> wearier,weariest,wearies,wearying,wearied
weather -> weathers,weathering,weathered
weave -> wove,weaves,woven,weaved,weaving
wed -> weds,wedding,wedded
wedge -> wedges,wedging,wedged
wee -> wees,weeing,weed
weed -> weeds,weeding,weeded
weep -> weeps,weeping,wept
weigh -> weighs,weighing,weighed
weight -> weights,weighting,weighted
welcome -> welcomes,welcoming,welcomed
weld -> welds,welding,welded
wend -> wends,wending,wended
westernize -> westernizes,westernizing,westernized
wet -> wets,wetted,wetting
whack -> whacks,whacking,whacked
wheedle -> wheedles,wheedling,wheedled
wheel -> wheels,wheeling,wheeled
wheeze -> wheezes,wheezing,wheezed
whelp -> whelps,whelping,whelped
whet -> whets,whetting,whetted
while -> whiles,whiling,whiled
whimper -> whimpers,whimpering,whimpered
whine -> whines,whining,whined
whinge -> whinges,whinging,whinged
whinny -> whinnies,whinnying,whinnied
whip -> whips,whipping,whipped
whirl -> whirls,whirling,whirled
whirr -> whirrs,whirring,whirred
whisk -> whisks,whisking,whisked
whisper -> whispers,whispering,whispered
whistle -> whistles,whistling,whistled
white -> whiter,whitest,whites
whiten -> whitens,whitening,whitened
whitewash -> whitewashes,whitewashing,whitewashed
whittle -> whittles,whittling,whittled
whizz -> whizzes,whizzing,whizzed
whoop -> whoops,whooping,whooped
whoosh -> whooshes,whooshing,whooshed
wide -> wider,widest,wides
widen -> widens,widening,widened
wield -> wields,wielding,wielded
wiggle -> wiggles,wiggling,wiggled
wild -> wilder,wildest,wilds
wilt -> wilts,wilting,wilted
win -> wins,winning,won
wince -> winces,wincing,winced
winch -> winches,winching,winched
wind -> winds,winding,winded,wound
window-shop -> window-shops,window-shopping,window-shopped
wine -> wines,wining,wined
wing -> wings,winging,winged
wink -> winks,winking,winked
winkle -> winkles,winkling,winkled
winnow -> winnows,winnowing,winnowed
winter -> winters,wintering,wintered
wipe -> wipes,wiping,wiped
wire -> wires,wiring,wired
wire-tap -> wire-taps,wire-tapping,wire-tapped
wiredraw -> wiredraws,wiredrew,wiredrawn,wiredrawing
wise -> wiser,wisest,wises,wising,wised
wisecrack -> wisecracks,wisecracking,wisecracked
wish -> wishes,wishing,wished
wit -> wits,wist,wot,witting
withdraw -> withdraws,withdrawing,withdrew,withdrawn
wither -> withers,withering,withered
withhold -> withholds,withholding,withheld
withstand -> withstands,withstanding,withstood
witness -> witnesses,witnessing,witnessed
witter -> witters,wittering,wittered
wobble -> wobbles,wobbling,wobbled
wolf -> wolves,wolfs,wolfing,wolfed
wolf-whistle -> wolf-whistles,wolf-whistling,wolf-whistled
wonder -> wonders,wondering,wondered
woo -> woos,wooing,wooed
woof -> woofs,woofing,woofed
woolly -> woollies,woollier,woolliest
word -> words,wording,worded
work -> works,wrought,worked,working
worm -> worms,worming,wormed
worry -> worries,worrying,worried
worsen -> worsens,worsening,worsened
worship -> worships,worshipping,worshipped
worst -> worsts,worsting,worsted
worthy -> worthier,worthiest,worthies
wound -> wounds,wounding,wounded
wrangle -> wrangles,wrangling,wrangled
wrap -> wraps,wrapt,wrapped,wrapping
wreak -> wreaks,wreaking,wreaked
wreathe -> wreathes,wreathing,wreathed
wreck -> wrecks,wrecking,wrecked
wrench -> wrenches,wrenching,wrenched
wrest -> wrests,wresting,wrested
wrestle -> wrestles,wrestling,wrestled
wriggle -> wriggles,wriggling,wriggled
wring -> wrings,wringing,wrung
wrinkle -> wrinkles,wrinkling,wrinkled
write -> writes,writing,wrote,written
writhe -> writhes,writhing,writhed
wrong -> wrongs,wronging,wronged
wrong-foot -> wrong-foots,wrong-footing,wrong-footed
X-ray -> X-rays,X-raying,X-rayed
Xerox -> Xeroxes,Xeroxing,Xeroxed
yammer -> yammers,yammering,yammered
yank -> yanks,yanking,yanked
yap -> yaps,yapping,yapped
yaw -> yaws,yawing,yawed
yawn -> yawns,yawning,yawned
yearn -> yearns,yearning,yearned
yell -> yells,yelling,yelled
yellow -> yellower,yellowest,yellows,yellowing,yellowed
